id,name,display_name,partisan,first_poll,last_poll,url,notes
341,NMB Research,NMB Research,,2008-05-05,2024-10-15,https://www.opensecrets.org/campaign-expenditures/vendor?vendor=Nmb+Research,https://www.nbcnews.com/news/world/pro-romney-super-pac-campaign-blur-lines-polling-flna536767
1586,NORC,NORC,,1944-10-31,2023-11-20,https://www.norc.org/Pages/default.aspx,
1386,NORS,NORS,,2012-09-16,2012-09-16,https://www.norssurveys.com/,
842,NRECA Market Research,NRECA Market Research,,1998-10-21,1998-10-21,https://www.cooperative.com/programs-services/market-research/Pages/Our-Services.aspx,
1385,NRCC,NRCC,REP,2012-09-25,2019-07-11,https://www.nrcc.org/,
1019,NSON,NSON Opinion Strategy,,2011-02-17,2018-07-29,https://nsoninfo.com/,
1830,NSON/In Lux,NSON Opinion Strategy/In Lux Research,,2018-09-24,2018-09-24,https://nsoninfo.com/,
347,NY1,Blum & Weprin Associates,,2000-03-03,2009-05-16,,
348,NYT Newspapers,The Florida Poll,,1980-02-29,2002-10-29,,
1029,NYT/Kaiser,NYT/Kaiser,,2014-04-15,2014-04-15,,
911,National Journal/PSRAI,Princeton Survey Research Associates International,,,,,
1798,National Public Affairs,National Public Affairs,,2023-03-17,2025-02-05,https://natpublicaffairs.com/,
334,National Research,National Research,,1990-01-17,2025-09-18,http://www.nationalresearchinc.com/,
1736,National Research Group,National Research Group,,2016-04-03,2016-04-03,https://www.nationalresearchgroup.com/,
1572,Nationscape,Democracy Fund/UCLA Nationscape,,2020-04-15,2020-07-08,https://www.voterstudygroup.org/nationscape,
1406,Navigator,Navigator Research,,2018-04-05,2025-10-05,https://navigatorresearch.org/polls/,
1531,Neighbor,Neighbor,,1998-10-31,1998-10-31,,
627,Neighborhood Research,Neighborhood Research and Media,,2004-06-16,2024-06-04,https://www.facebook.com/NeighborhoodResearchMedia/?hc_ref=ARRP4DSVleFRL30Pb6j-iwJUp65zhR1gq4liA8QzDxlaqhdCPBuZ8Q0wC8p5kAhFN6Y&fref=nf&__tn__=kC-R,
1716,Nelson Research,Nelson Research,,2022-05-27,2022-11-02,https://nelson-research.com/,
1864,New Bridge Strategy/Aspect Strategic,New Bridge Strategy/Aspect Strategic,,2024-03-19,2024-03-19,https://www.copollinginstitute.org/,
919,New England College,New England College Polling Center,,2012-10-25,2014-11-01,https://www.nec.edu/category/nec-poll/,
743,New Frontier Strategy,New Frontier Strategy,,2012-01-12,2012-01-27,,
633,New Hampshire Journal/Magellan,New Hampshire Journal/Magellan,,2011-11-16,2011-11-16,,
637,New Hampshire Public Television,New Hampshire Public Television,,1971-10-22,1972-02-03,,
695,New Hampshire Sunday News,New Hampshire Sunday News,REP,1980-10-16,1980-10-16,,
337,New Mexico State U.,New Mexico State University,,2000-09-28,2008-01-31,https://nmsu.edu/,
714,New York Daily News/Richard F. Link & Associates,New York Daily News/Richard F. Link & Associates,,1984-10-12,1984-11-03,,
925,New York Observer,New York Observer,,1989-02-01,1989-10-29,,
338,New York Post,New York Post,,1988-04-11,1988-10-23,,
704,New York Post/Bill Johnson Associates,New York Post/Bill Johnson Associates,,1984-03-27,1984-03-27,,
855,Newark Star-Ledger,Newark Star-Ledger,,1994-06-22,1996-11-01,,
1701,NewsNation/Decision Desk HQ,NewsNation,,2022-01-10,2025-04-27,https://www.newsnationnow.com/,
582,Newsday,Newsday,,1984-10-03,1994-06-19,,
681,Newsday/Gannett,Newsday/Gannett,,1980-09-16,1980-09-16,,
1377,Newton Heath LLC,Newton Heath LLC,,2016-08-11,2016-08-11,http://google.com,
1891,NextGen Polling,NextGen Polling,,2024-08-26,2025-06-18,https://x.com/NextGenPolling,
340,Nielson Brothers,Nielson Brothers Polling,,2010-10-22,2020-10-28,http://nielsonbrotherspolling.com/index.php,
1800,Noble Predictive Insights,Noble Predictive Insights,,2023-04-11,2025-08-18,https://www.noblepredictiveinsights.com/,
1427,NRSC,NRSC,REP,2017-11-13,2025-07-07,https://www.nrsc.org/,
1107,"Normington, Petts & Associates","Normington, Petts & Associates",,2004-09-09,2025-08-21,https://www.normingtonpetts.com/,
1001,North Star Opinion Research,North Star Opinion Research,,2012-07-12,2025-03-17,http://www.northstaropinion.com/,
344,Northern Arizona U.,Northern Arizona University Social Research Laboratory,,1994-10-06,2008-10-27,,
345,Northstar,Northstar,,1987-11-15,1987-11-15,,
1698,Northwind Strategies/Change Research,Northwind Strategies/Change Research,,2021-11-19,2023-02-23,http://northwindstrategies.com/,
349,O'Neil Associates,O'Neil Associates,,1992-06-07,1992-06-07,,
1293,OH Predictive Insights / MBQF,OH Predictive Insights,,2016-06-20,2023-03-23,https://ohpredictive.com/,
1265,OPOR,Office of Public Opinion Research,,1941-01-31,1944-12-01,http://ropercenter.cornell.edu/office-of-public-opinion-research-collection/,
1782,ORC International,ORC International,,,,http://orcinternational.com/,
350,Oakland Press/WDIV/WJR,Oakland Press/WDIV/WJR,,1992-10-01,1992-10-01,,
1394,Odney Group,Odney,,2011-11-11,2022-08-28,https://www.odney.com/,REP pollster
1230,Ogden & Fry,Ogden & Fry,,2014-11-01,2021-10-04,,
1753,Ohio Northern University Institute for Civics and Public Policy,Ohio Northern University Institute for Civics and Public Policy,,2022-10-15,2023-10-19,https://www.onu.edu/northern-poll,
351,Ohio State U.,Ohio State University,,1998-04-23,2000-10-24,,
352,Ohio U.,Ohio University,,1992-05-21,2008-10-23,,
353,Oklahoman,Oklahoman,,1992-02-27,2004-05-19,,
354,Old Dominion,Old Dominion University,,2000-09-10,2013-10-23,https://www.odu.edu/al/centers/ssrc,
1417,Olive Tree Strategies,Olive Tree Strategies,,2018-07-15,2018-07-15,http://www.olivetreestrategies.com,
1816,Oliver Quayle Associates,Oliver Quayle Associates,,1972-03-26,1972-03-26,https://www.nytimes.com/1974/04/16/archives/oliver-quayle-3d-dies-at-52-publicopinion-poll-specialist-made-name.html,
355,Omaha World-Herald,Omaha World-Herald,,1972-04-30,1996-11-01,https://omaha.com/,
856,Omni Research Group,Omni Research Group,,1996-10-28,1996-10-28,,
356,OnMessage Inc.,OnMessage,,2008-10-16,2025-09-18,https://onmessageinc.com/,
1896,OnMessage Inc./Tarrance Group,OnMessage/Tarrance Group,,2024-07-11,2024-07-11,https://onmessageps.com/,
1927,OnMessage Public Strategies,OnMessage Public Strategies,,2024-10-02,2024-10-02,https://onmessageps.com/,
822,OnPoint,OnPoint,,2006-08-14,2006-11-06,onpointpolling.com,
818,OnSight Public Affairs,OnSight Public Affairs,,,,,
843,OnTarget Marketing,OnTarget Marketing,,1997-11-18,1997-11-18,,
1661,Open Model Project,Open Model Project,,2020-12-27,2020-12-27,https://www.openmodelproject.org/,
1445,Opinion Analysts Inc.,Opinion Analysts Inc.,,2006-08-29,2006-10-15,https://www.linkedin.com/company/opinion-analysts-inc/,
823,Opinion Consultants,Opinion Consultants,,2006-10-29,2008-01-25,https://www.facebook.com/pages/Opinion%20Consultants/521236054633976/,
1799,Opinion Diagnostics,Opinion Diagnostics,,2023-04-01,2025-02-12,https://www.opiniondiagnostics.com/home,
357,Opinion Dynamics,Opinion Dynamics,,1992-02-02,2012-09-30,https://opiniondynamics.com/,
782,Opinion Factor,Opinion Factor,,2008-10-01,2008-10-01,,
1632,Opinion Insight,Opinion Insight,,2020-09-02,2020-10-15,,
360,Opinion Research,Opinion Research,,1996-06-25,1996-06-25,,
359,Opinion Research Associates,Opinion Research Associates,,1992-01-28,2014-11-01,https://www.opinionresearchassoc.com/,
100,Opinion Research Corporation,Opinion Research Corporation,,1971-03-03,2011-09-09,http://orcinternational.com/,
664,Opinion Research/WJAR-TV,Opinion Research/WJAR-TV,,1980-07-16,1980-07-16,,
1190,Opinion Savvy,Opinion Savvy,,2015-02-04,2018-10-29,http://opinionsavvy.com/,
361,Opinion Strategies,Opinion Strategies,,2000-02-16,2000-02-16,,
362,Opinion Works,OpinionWorks,,2006-04-05,2024-04-10,http://www.opinionworks.com/,
1559,Opinium,Opinium,,2020-04-15,2022-10-14,https://www.opinium.co.uk/,
1240,Øptimus,Øptimus,,2014-07-27,2020-11-02,http://0ptimus.com/,
684,Oregon Attitudes,Oregon Attitudes,,1980-09-24,1980-09-24,,
857,Oregon Monitor,Oregon Monitor,,1991-12-16,1996-08-19,,
363,Oregonian,Oregonian,,,,,
659,Oregonian/Bardsley & Haslacher,Oregonian/Bardsley & Haslacher,,1972-03-16,1988-09-07,,
364,Orion Strategies,Orion Strategies,,2008-05-03,2023-06-20,https://www.orion-strategies.com/,
1740,Osage Research,Osage Research,,2022-09-10,2024-04-24,https://www.osageresearch.com/,
1561,OurProgress (The Progress Campaign),OurProgress (The Progress Campaign),,2020-02-22,2020-03-07,https://www.ourprogress.org/polls,
1889,Outward Intelligence,Outward Intelligence,,2024-08-15,2024-09-26,https://www.outwardintelligence.com/,
1288,Overtime Politics,Overtime Politics,,2015-12-19,2016-02-23,https://web.archive.org/web/20160313053817/http://overtimepolitics.com/,
1876,P2 Insights,P2 Insights,,2024-05-21,2024-06-20,https://p2publicaffairs.com/,
1227,Prism Surveys,Prism Surveys,,2015-08-21,2015-08-21,http://www.prismivrsurveys.net,
1674,PEM Management Corporation,PEM Management Corporation,,2021-04-07,2022-07-24,https://www.dnb.com/business-directory/company-profiles.p_e_m_management_corporation.fab9ce7cffbb03cd948dae5cf9293af9.html,
1622,POLITICO/Harvard/SSRS,Politico/Harvard T.H. Chan School of Public Health,,2020-09-06,2022-08-22,https://www.politico.com/tag/politico-harvard-poll,
380,POS/FM3,POS/FM3,,2010-09-01,2010-09-01,,
382,PPIC,Public Policy Institute of California,,1998-09-07,2025-05-29,https://www.ppic.org/,
383,PPP,Public Policy Polling,DEM,2006-05-22,2025-10-08,https://www.publicpolicypolling.com/,
1654,PPP/Harper,Public Policy Polling/Harper Polling,,2013-10-06,2013-10-06,http://harperpolling.com/,
916,PRRI,Public Religion Research Institute,,2011-08-14,2025-05-28,http://publicreligion.org/research,
389,PSI,PSI,,1999-06-03,2000-11-01,,
390,PSRAI,Princeton Survey Research Associates International,,1972-10-22,2017-09-12,https://www.psra.com/,
922,Pace U.,Pace U.,,2005-06-28,2005-06-28,,
1473,Pacific Market Research,Pacific Market Research,,2018-10-24,2018-10-24,http://www.pacificmarketresearch.com/,
365,Pan Atlantic Research,Pan Atlantic Research,,1998-10-09,2024-09-15,http://panatlanticresearch.com/,
719,Panax,Panax,,1976-07-19,1976-07-19,,
1913,Paradigm,Paradigm,,2024-10-22,2024-10-22,https://www.paradigm.xyz/,
1519,Park Street Strategies,Park Street Strategies,,2019-06-04,2020-01-28,https://parkstreetstrategies.com/,
1550,Pasquines,Pasquines,,2016-04-15,2024-11-01,https://pasquines.us/,
654,Pat Caddell,Pat Caddell,,1975-09-16,1980-10-16,,
1396,Pathfinder Opinion Research,Pathfinder Opinion Research,,2014-04-24,2014-08-12,http://www.pfor.com/,
1422,Patinkin Research Strategies,Patinkin Research Strategies,,2018-02-22,2022-11-01,http://www.patinkinresearch.com,
650,Patrick J. Cadell,Patrick J. Cadell,,,,,
1754,Patriot Polling,Patriot Polling,,2022-10-09,2025-01-10,https://patriotpolling.com/,
886,Paul Werth Associates,Paul Werth Associates,,1992-06-22,1992-06-22,,
729,Paul White,Paul White,,1972-10-09,1972-10-09,,
1874,Peak Insights,Peak Insights,,2024-05-18,2024-08-05,https://peakinsights.com/,
367,Penn Schoen Berland,PSB Research,,1982-06-14,2019-03-21,https://www.psbresearch.com/,
1785,Penta,Penta,,,,https://pentagroup.co/,
1369,People's Pundit Daily,Big Data Poll,,2016-10-20,2016-11-06,https://www.peoplespunditdaily.com/latest-polls/,
1735,PerryUndem,PerryUndem,,2022-06-24,2022-06-24,https://perryundem.com/,
368,Personal Marketing Research,Personal Marketing Research,,1995-08-16,2004-01-08,https://www.personalmarketingresearch.com/,
369,Peter D. Hart Research Associates,Peter D. Hart Research Associates,,1976-03-15,2004-10-04,https://hartresearch.com/our-story/,
370,Pew,Pew Research Center,,1990-11-11,2025-09-28,http://www.pewresearch.org/,
1272,Pew Economic Policy Group (telephone),Pew Research Center,,2010-03-08,2010-03-08,http://www.pewtrusts.org/en/topics/fiscal-and-economic-policy?id=0031,
1203,Pew Research/PSRAI,Pew Research/Princeton Survey Research Associates International,,1996-01-14,2016-12-05,http://pewresearch.org,
918,Pharos Research Group,Pharos Research Group,,2012-10-07,2012-10-28,,
371,Philadelphia Daily News,Philadelphia Daily News,,,,,
372,Philadelphia Daily News/Pittsburgh Post-Gazette,Philadelphia Daily News/Pittsburgh Post-Gazette,,,,,
605,Phildadelphia Daily News,Phildadelphia Daily News,,2011-08-29,2011-10-30,,
1708,Phillips Academy,Phillips Academy,,2022-04-08,2022-11-27,https://andoverpoll.com/,
1751,Pioneer Polling/Tarrance,Pioneer Polling/Tarrance Group,,2022-10-10,2022-10-10,https://www.tarrance.com/,
373,Pittsburgh Post-Gazette,Pittsburgh Post-Gazette,,1984-04-01,1996-10-30,,
686,Pittsburgh Post-Gazette/Gallup,Pittsburgh Post-Gazette/Gallup,,1980-09-26,1980-10-16,,
374,Pittsburgh Tribune-Review,Pittsburgh Tribune-Review,,1996-10-10,1996-10-30,,
1366,Plural Vote,Plural Vote,,,,http://www.pluralvote.com/,
1539,Point Blank Political,Point Blank Political,,2020-01-24,2020-05-17,https://www.pointblankpolitical.com/,
375,Policy Analysts,Policy Analysts,,1992-06-10,1992-06-10,,
1646,Polimetrix,Polimetrix,,2006-10-27,2006-11-05,https://www.crunchbase.com/organization/polimetrix,
1294,"Political Callers, Inc.","Political Callers, Inc.",,2016-06-07,2016-06-07,,
376,Political Strategy,Political Strategy,,2007-10-19,2007-10-19,,
749,Poll Position,Poll Position,,2012-01-22,2012-01-22,,
377,Polls Inc.,Polls Inc.,,1992-10-11,1992-10-25,,
858,Pond Creek Communications,Pond Creek Communications,,1996-06-10,1996-06-11,,
378,Populus Research,Populus Research,,2009-09-02,2009-09-02,,
1841,Portland Oregonian,Portland Oregonian,,1976-05-10,1976-05-10,https://www.theoregonian.com/,
869,Portland Press-Herald,Portland Press-Herald,,1994-09-21,1994-10-26,,
824,Portland Research Group,Portland Research Group,,2006-08-25,2006-08-25,,
381,Potomac,Potomac Incorporated,,1964-09-01,2006-10-30,http://potomacinc.com/,
1241,Practical Political Consulting,Practical Political Consulting,,2011-12-08,2014-10-13,http://www.practicalpoliticalconsulting.com/,
1304,Praecones Analytica,Praecones Analytica,,2016-07-21,2025-03-01,https://praecones.com/,
887,Precision Marketing,Precision Marketing,,1992-04-20,1996-02-19,,
1397,Precision Opinion,Precision Opinion,,2012-09-30,2012-09-30,http://precisionopinion.com/,
384,Precision Research,Precision Research,,2000-02-16,2000-02-16,,
385,PrecisionPolling,PrecisionPolling,,,,,
386,Prell Org.,Prell Org.,,1992-10-05,1992-10-20,,
1819,Premack & Associates,Premack & Associates,,1972-02-28,1972-02-28,https://www.bizapedia.com/fl/premack-associates-inc.html,
1726,Premise,Premise,,2022-07-16,2023-10-16,https://www.premise.com/,
387,Preston-Osborne,Preston-Osborne,,2000-06-16,2008-03-31,,
1238,Probolsky Research,Probolsky Research,,2002-04-04,2024-08-08,http://www.probolskyresearch.com/,
1828,Project Home Fire,Project Home Fire,,2023-09-11,2023-09-11,https://www.projecthomefire.com/,
388,Providence Journal,Providence Journal,,1972-02-13,1996-10-22,https://www.providencejournal.com/,
1633,Public First,Public First,,2020-10-12,2020-10-12,http://www.publicfirst.co.uk/,
379,Public Opinion Strategies,Public Opinion Strategies,,1991-07-26,2025-09-04,https://pos.org/,
811,Public Opinion Strategies/Fairbank Maslin,Public Opinion Strategies/Fairbank Maslin,,2012-01-07,2012-01-07,,
471,Public Opinion Strategies/Hamilton Campaigns,Public Opinion Strategies/Hamilton Campaigns,,2008-02-13,2008-02-13,,
888,Public Policy Research Centers,Public Policy Research Centers,,1992-10-22,1992-10-22,,
392,Public Strategies,Public Strategies Inc.,,2008-02-25,2010-10-02,,
783,Pulsar Research,Pulsar Research,,2008-09-23,2008-09-23,,
393,Pulse Opinion Research,Pulse Opinion Research,,2010-09-24,2020-09-25,,
1619,Pulse Research,Pulse Research,,2020-09-03,2020-09-03,https://www.pulseresearch.com/,
1564,PureSpectrum,PureSpectrum,,2020-04-30,2025-06-05,https://www.purespectrum.com/,
764,Purple Strategies,Purple Strategies,,2012-04-23,2016-06-13,https://purplestrategies.com/,
1543,QEV Analytics,QEV Analytics,,2009-11-02,2009-11-02,http://qev.com/,
1614,Qriously,Brandwatch Qriously,,2020-08-31,2020-11-01,https://www.brandwatch.com/email/us-election-bulletin-001/,
394,Qualtrics,Qualtrics,,2010-09-09,2010-09-09,,
1895,Quantus Insights,Quantus Insights,,2024-09-25,2025-10-08,https://quantusinsights.org/,
1886,Quantus Polls and News,Quantus Polls and News,,2024-07-28,2024-09-12,https://quantus.substack.com/,
395,Quest,Quest,,,,,
897,Quest Research Group,Quest Research Group,,1990-10-30,2010-10-26,,
819,Quinn,Quinn,,2008-09-23,2008-09-23,,
396,Quinnipiac,Quinnipiac University,,1992-02-03,2025-09-29,https://poll.qu.edu/,
1041,"R.L. Repass & Partners, Inc",R.L. Repass & Partners,,1980-09-03,2015-08-30,http://repassinc.com/,
397,R.L. Repass & Partners/Mindfield,R.L. Repass & Partners/Mindfield,,2010-08-02,2010-08-02,,
1442,R.T. Nielson,R.T. Nielson,,2002-06-01,2002-06-01,https://twitter.com/rtnielson,
1256,RABA Research,RABA Research,,2016-03-10,2024-10-29,http://www.rabaresearch.com/,
804,RAND/American Life Panel,RAND Corporation,,2012-07-11,2016-11-01,https://www.rand.org/research/data/alp.html,
400,RBI Strategies & Research,RBI Strategies & Research,,2010-10-26,2020-10-16,http://www.rbistrategies.com/,
1894,RG Strategies,Rodriguez Gudelunas Strategies,,2024-09-07,2024-09-23,https://www.rg-strategies.com/,
413,RKM Research,RKM Research and Communications,,1998-01-23,2020-02-08,http://www.rkm-research.com/,
1554,RMG Research,RMG Research,,2020-01-22,2025-10-09,https://www.rmgresearch.com/,
414,RMS Research,RMS Research,,2000-10-23,2002-10-24,https://rmsresults.com/,
827,RMS Strategies,RMS Strategies,,2006-05-28,2006-05-28,,
1552,ROI Rocket,ROI Rocket,,2020-03-08,2020-03-12,https://www.roirocket.com/,
998,RRH/PMI,RRH Elections,,2012-11-29,2022-11-02,https://rrhelections.com/index.php/rrh-elections-polling/,
423,RT Strategies,RT Strategies,,2002-03-03,2009-04-11,,
1500,Ragnar Research Partners,Ragnar Research Partners,,2019-09-05,2025-09-22,https://www.ragnarresearch.com/,
780,Rainmaker Media,Rainmaker Media Group,,2008-10-15,2008-10-15,http://rainmakermedia.group/,
398,Raleigh News & Observer,Raleigh News & Observer,,1976-03-11,1996-10-13,,
399,Rasmussen,Rasmussen Reports,,1999-08-29,2024-03-04,https://www.rasmussenreports.com/,
1286,Raycom Media,Raycom Media,,,,http://www.raycommedia.com/,
1215,Reach Communications,Reach Communications,,2015-01-21,2016-01-07,http://www.reachcommunicationsllc.com/,
1524,RealClear Opinion Research,RealClear Opinion Research,,2019-11-21,2025-04-12,http://www.realclearmediagroup.com/realclearopinionresearch/,
1202,Reason-Rupe/PSRAI,Princeton Survey Research Associates International,,2012-09-17,2015-02-02,https://reason.com/poll,
401,Reason/Rupe,Princeton Survey Research Associates International,,2011-04-09,2012-10-15,,
1659,Reconnect Research/Probolsky Research,Reconnect Research/Probolsky Research,,2020-12-22,2020-12-22,https://www.probolskyresearch.com/,
1589,Reconnect Research/Roanoke College,Reconnect Research/Roanoke College Institute for Policy and Opinion Research,,2020-06-23,2020-10-12,https://www.roanoke.edu/about/news/reconnect_research_roanoke_college_poll,
1309,Red Oak Strategic,Red Oak Strategic,,2016-08-09,2024-05-19,https://redoakstrategic.com/,
1544,Red Sea Communications,Red Sea Communications,,2002-10-24,2002-10-24,http://www.redseallc.com/,
1882,Red Wave Strategy Group/Impact Research,Red Wave Strategy Group/Impact Research,,2024-07-11,2024-07-11,https://redwavestrategygroup.com/,
1562,Redfield & Wilton Strategies,Redfield & Wilton Strategies,,2020-03-23,2024-10-31,https://redfieldandwiltonstrategies.com/,
1056,Remington,Remington Research Group,,2014-09-21,2025-05-13,https://remingtonresearchgroup.com/,
1885,Renaissance Campaign Strategies,Renaissance Campaign Strategies,,2024-07-14,2024-07-14,https://www.opensecrets.org/campaign-expenditures/vendor?vendor=Renaissance+Campaign+Strategies,
826,Reno Gazette-Journal,Reno Gazette-Journal,,2006-05-15,2006-05-15,,
1777,Repass,Repass,,2016-02-16,2016-10-17,http://repassinc.com/,
402,Research & Polling,Research & Polling,,1992-10-16,2024-10-18,https://www.rpinc.com/,
1495,Research & Research,Research & Research,,2008-04-05,2008-04-05,http://,
403,Research 2000,Research 2000,,1999-05-07,2010-06-03,https://en.wikipedia.org/wiki/Research_2000,
1730,Research Affiliates,Research Affiliates,,2022-08-01,2022-08-01,https://www.researchaffiliates.com/homeh,
1773,Research America,Research America,,2016-03-06,2025-08-21,https://researchamericainc.com/,
404,Research Analysis Corp.,Research Analysis Corp.,,1979-05-22,1979-05-22,,
1478,Research Co.,Research Co.,,2018-11-03,2025-01-24,https://researchco.ca/,
1449,Research Consultants,Research Consultants,,2018-09-22,2018-09-22,,
669,Research Services,Research Services,,1980-08-27,1980-08-27,,
820,Research for Change,Research for Change,,2007-12-05,2007-12-05,,
1248,ResearchNow,Dynata,,2016-02-24,2016-02-24,https://www.dynata.com/,
1815,Response Analysis Corporation,Response Analysis Corporation,,1972-04-07,1972-05-14,https://www.communitynews.org/princetoninfo/business/fastlane/market-research-mergers/article_b6ff3499-ab61-59d3-b4f3-54c422845d0c.html,
1634,Rethink Priorities,Rethink Priorities,,2020-10-20,2020-10-20,https://www.rethinkpriorities.org/,
405,Reuters,Reuters,,1996-10-22,1996-10-22,,
769,Reuters/Zogby,Reuters/Zogby,,2006-10-02,2008-02-16,,
1368,Revily,Revily,,2017-04-12,2017-10-31,http://revily.com/,
1392,Revsix,Revsix,,2015-03-16,2015-03-16,http://revsixdata.com/,
407,Rice U.,Rice University,,1992-07-09,2002-10-31,,
889,Rich Smith & Rich,Rich Smith & Rich,,1992-10-03,1992-10-03,,
408,Richard Day Research,Richard Day Research,,1990-10-01,2006-10-24,http://rdresearch.com/,
844,Richard Hertz,Richard Hertz,,1998-09-02,1998-10-13,,
1820,Richard L. Kennedy and Associates,Richard L. Kennedy and Associates,,1971-09-16,1971-09-16,https://www.nytimes.com/1971/10/31/archives/poll-in-oregon-finds-big-muskie-lead.html,
409,Richmond Times-Dispatch,Richmond Times-Dispatch,,1984-09-25,2004-10-26,,
683,Richmond Times-Dispatch/Media General,Richmond Times-Dispatch/Media General,,1980-09-23,1980-10-29,,
410,Riggs Research,Riggs Research Services,,2010-10-28,2010-10-28,,
1423,Right Strategy Group,The Right Strategy Group,,2018-08-02,2018-09-26,http://www.therightstrategygroup.com,
411,Riley,Riley Research Associates,,2000-10-12,2018-10-07,http://www.rileyresearch.com/,
412,Rivercity Polling,Rivercity Polling,,2010-06-29,2010-10-23,,
415,Roanoke College,Roanoke College Institute for Policy and Opinion Research,,1994-10-30,2025-08-15,https://www.roanoke.edu/a-z/institute_for_policy_and_opinion_research,
416,Robert Hitlin Research,Robert Hitlin Research,,1992-02-23,1992-02-23,,
1104,Robert Morris University,Robert Morris University,,2014-08-22,2016-02-16,http://www.rmu.edu/PollingInstitute,
1840,Robert Teeter,Robert Teeter,,1976-02-13,1976-02-13,https://en.wikipedia.org/wiki/Robert_Teeter,
417,Rochester Research Group,Rochester Research Group,,1994-09-08,1996-10-12,,
418,Rocky Mountain News,Public Opinion Strategies,,1996-09-05,2008-10-23,,
665,Roger Seasonwein and Associates,Roger Seasonwein and Associates,,1980-07-16,1980-07-16,,
1426,Roger Williams University,Roger Williams University,,,,https://www.rwu.edu/,
419,Ron Lester & Associates,Lester & Associates,,2006-04-30,2025-07-25,https://web.archive.org/web/20220129151551/https://lesterresearch.com/,
420,Roper Center,Roper Center for Public Opinion Research,,1944-07-10,1988-09-10,https://ropercenter.cornell.edu/,
1566,Roper Center/U. of Conn.,Roper Center/U. of Conn.,,1996-09-11,1996-09-14,https://ropercenter.cornell.edu/,
1769,Rosetta Stone,Rosetta Stone Communications,,2014-05-06,2014-05-12,https://rosettastonecommunications.com/,
421,Rossman Group,Rossman Group,,2008-05-21,2010-10-18,https://www.rossmanngroup.com/,
422,Rossman Group/Team TelCom,Rossman Group,,2010-08-31,2010-08-31,,
424,Rutgers-Eagleton,Rutgers University Eagleton Center for Public Interest Polling,,1972-02-15,2025-08-11,http://eagletonpoll.rutgers.edu/rutgers-eagleton-poll/,
1487,Rutgers-Eagleton/Fairleigh Dickinson University,Rutgers University Eagleton Center for Public Interest Polling/Fairleigh Dickinson University,,2019-03-22,2019-03-22,http://eagletonpoll.rutgers.edu,
435,SE Louisiana U.,Southeastern Louisiana University Social Science Research Center,,1992-10-11,2008-10-23,,
1388,SEA Polling,SEA Polling & Strategic Design,,2014-10-29,2022-10-05,http://www.sea-poll.com/,
1838,SJR Opinion Research,SJR Opinion Research,,,,https://theagency.us/sjr-opinion-research/,
440,SMS Research,SMS Research & Marketing Services,,1990-09-14,2004-10-20,https://www.smshawaii.com/,
445,SRI Research,SRI Research,,1984-06-16,1988-02-25,,
667,SRI Research/St. Louis Post-Dispatch,SRI Research/St. Louis Post-Dispatch,,1980-08-03,1980-08-03,,
1361,SSRS,SSRS,,2012-02-22,2025-04-27,https://ssrs.com/,
1722,Sachs Media,Sachs Media,,2019-09-04,2024-10-19,https://sachsmedia.com/,
1312,Sacramento State,"California State University, Sacramento",,2016-08-24,2016-10-13,https://calspeaks-dspace.calstate.edu/,
426,Saginaw Valley,Saginaw Valley,,1992-10-26,1992-10-26,,
1346,Saguaro Strategies,Saguaro Strategies,,2016-10-24,2016-10-31,https://www.saguarostrategies.com/,Democratic firm
1027,Saint Leo U.,Saint Leo University Polling Institute,,2013-12-06,2022-03-12,http://polls.saintleo.edu/,
427,Salt Lake Tribune,The Salt Lake Tribune,,1944-10-29,1996-05-09,https://www.sltrib.com/,
642,Salt Lake Tribune/Bardsley & Haslacher,Salt Lake Tribune/Bardsley & Haslacher,,1979-06-03,1979-06-03,,
428,San Jose State,San Jose State,,2004-07-02,2007-10-08,https://www.sjsu.edu/,
870,Santa Fe New Mexican,Santa Fe New Mexican,,1994-06-01,1994-11-01,,
429,Savitz Research Center,Savitz Research Center,,1984-08-14,1988-07-06,,
430,Sawyer-Miller Group,Sawyer-Miller Group,,1992-02-02,1992-04-04,,
431,Schapiro Group,Schapiro Group,,2000-02-09,2008-01-28,https://www.schapirogroup.com/,
1691,Schoen Cooperman,Schoen Cooperman Research,,2021-08-18,2025-01-13,https://schoencooperman.com/,
5,"Schoen, LLC","Schoen, LLC",,,,,
828,Schroth Eldon & Associates,Schroth Eldon & Associates,,1999-08-17,2018-10-20,http://www.sea-poll.com/,
1435,Schroth Eldon & Associates/The Polling Company,SEA Polling & Strategic Design,,2002-03-28,2004-08-25,http://www.sea-poll.com/,
6,"Schulman, Ronca and Bucuvalas","Schulman, Ronca and Bucuvalas",,1992-03-11,2007-08-18,,
1961,Inquire,Inquire,,2025-10-06,2025-10-06,https://inquirellc.com/,
1807,Scott Rasmussen (Rasmussen Reports),Scott Rasmussen (Rasmussen Reports),,2000-02-03,2013-06-30,https://scottrasmussen.com/,
434,Scripps Howard,Scripps Howard,,1998-06-07,2004-08-26,,
436,Seattle Times,Seattle Times,,1976-09-16,1992-02-20,,
708,Seattle Times/Communication Design,Seattle Times/Communication Design,,1984-07-16,1984-10-17,,
679,Seattle Times/Quality Controlled Services,Seattle Times/Quality Controlled Services,,1980-09-16,1980-10-22,,
